vin,stockNum,brand,marketingSeries,year,isTempVin,dealerCd,dealerCategory,distributorCd,holdStatus,weightRating,isPreSold,dealerMarketingName,dealerWebsite,isSmartPath,distance,isUnlockPriceDealer,options,family,cab,bed,transmission.transmissionType,price.advertizedPrice,price.nonSpAdvertizedPrice,price.totalMsrp,price.sellingPrice,price.dph,price.dioTotalMsrp,price.dioTotalDealerSellingPrice,price.dealerCashApplied,price.baseMsrp,mpg.city,mpg.highway,mpg.combined,model.modelCd,model.marketingName,model.marketingTitle,intColor.colorCd,intColor.colorSwatch,intColor.marketingName,intColor.nvsName,intColor.colorFamilies,extColor.colorCd,extColor.colorSwatch,extColor.marketingName,extColor.colorHexCd,extColor.nvsName,extColor.colorFamilies,eta.currFromDate,eta.currToDate,engine.engineCd,engine.name,drivetrain.code,drivetrain.title,drivetrain.bulletlist,eta
JTMAB3FV0RD217251,E92447,TOYOTA,RAV4 Prime,2024,False,10112,G,SET,DealerHold,5530 lbs,False,I-95 Toyota of Brunswick,https://www.i95toyota.com,True,355,True,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package -', 'optionCd': 'CO  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': None, 'marketingName': '6-Gallons of Gas', 'optionCd': 'UF  60', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': 'SET Digital Portfolio', 'marketingName': 'SET Digital Portfolio', 'optionCd': 'FP6000', 'optionType': 'L', 'packageInd': True}
 {'marketingLongName': ""<p>\n  Long-wearing, fade-resistant carpet floor mats and trunk mat help keep your interior neat and clean.\n</p>\n\n<ul>\n  <li>Precisely engineered to fit your vehicle's floor.</li>\n  <li>Skid-resistant backing and driver-side quarter-turn fasteners help secure mat in position.</li>\n  <li>Removable and easy to clean.</li>\n  <li>Vehicle logo adds a customized touch.</li>\n</ul>"", 'marketingName': 'Carpet Floor Mats with Carpet Cargo Mat', 'optionCd': 'MC2010', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>\nClear paint protection film helps protect the paint finish from chips and scratches.</p>\n\n<ul>\n  <li>Multiple film layers of durable, nearly invisible urethane help provide protection and resist discoloration.</li>\n  <li>Designed for specific sections of the vehicle that are most prone to chipping.</li>\n  <li>Includes coverage where applicable on: Door Edges, Door Cups, and Rear Bumper.</li>\n</ul>', 'marketingName': 'Clear Paint Protection - Door Package', 'optionCd': 'PF1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': 'Multimedia Screen Protector', 'marketingName': 'Multimedia Screen Protector', 'optionCd': 'PR1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>TOYOGUARD enhances the ownership experience and provides peace of mind to Toyota owners. The protection plan includes:</p>\n<ul>\n  <li>Exterior Protection</li>\n  <li>Interior Protection</li>\n  <li>Roadside Assistance</li>\n  <li>Rental Car Assistance</li>\n  <li>Oil Changes</li>\n  <li>Tire Rotations</li>\n</ul>', 'marketingName': 'TOYOGUARD Platinum', 'optionCd': 'XY9000', 'optionType': 'L', 'packageInd': None}]",,,,Electronically controlled Continuously Variable Transmission (ECVT),48276.0,,48276,0.0,,0,0,,43690,40.0,36.0,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,,['Black'],0218,,Midnight Black Metallic,00031E,,['Black'],2024-08-28T04:00:00.000Z,2024-09-02T04:00:00.000Z,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD224331,240233,TOYOTA,RAV4 Prime,2024,False,31190,G,TMNA,,5530 lbs,False,Sunrise Toyota North,https://www.sunrisetoyotanorth.com,True,467,False,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package', 'optionCd': 'CO', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': ""Made of high-grade, nearly invisible urethane film, the rear bumper applique helps protect the top surface from unsightly scrapes and scratches.<br>• Urethane film contains UV protectant to help resist yellowing from the sun<br>• Custom-tailored to fit the RAV4 Prime's rear bumper"", 'marketingName': 'Rear Bumper Applique[installed_msrp]', 'optionCd': 'EF', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE', 'optionType': 'F', 'packageInd': False}
 {'marketingLongName': 'Help protect your paint finish from road debris and the damage it causes.<br>• Designed to integrate with RAV4 Prime exterior styling<br>• Set includes four mudguards', 'marketingName': 'Mudguards[installed_msrp]', 'optionCd': 'MF', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Precisely machined, weight-balanced alloy wheel locks help secure your wheels and tires against theft. <br>•Weight-matched to the stock lug nut—no rebalancing needed  <br>•Nickel chrome plating helps ensure superior corrosion protection and a lasting shine', 'marketingName': 'Alloy Wheel Locks[installed_msrp]', 'optionCd': 'WL', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'All-Weather Liner Package includes: <br><ul><li>All-Weather Floor Liners</li><br><li>Cargo Liner</li></ul>', 'marketingName': 'All-Weather Liner Package[installed_msrp]', 'optionCd': '2T', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Mount directly to the roof rails to help carry additional cargo.<br>•Includes mounting screws that easily attach to mounting points on the roof rail<br>•Aerodynamic styling to help minimize wind noise', 'marketingName': 'Roof Rack Cross Bars[installed_msrp]', 'optionCd': '3T', 'optionType': 'P', 'packageInd': False}]",['crossovers' 'Electrified' 'Crossovers & SUVs'],,,Electronically controlled Continuously Variable Transmission (ECVT),47658.0,,47658,47658.0,,0,0,,43690,,,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,BLACK,['Black'],0218,,Midnight Black Metallic,00031E,MIDNIGHT BLACK METAL,['Black'],2024-10-24,2024-10-24,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD225821,CTA242924,TOYOTA,RAV4 Prime,2024,False,09208,G,SET,Available,5530 lbs,False,Coggin Toyota at the Avenues,https://www.coggintoyota.com,False,424,True,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package -', 'optionCd': 'CO  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': None, 'marketingName': '6-Gallons of Gas', 'optionCd': 'UF  60', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': ""<p>\n  The roof rack cross bars are designed to integrate with the vehicle's roof rails to secure cargo with more confidence.\n</p>\n\n<ul>\n  <li>Provides additional secure tie-down points for various roof rack accessories</li>\n  <li>Easy to adjust by sliding along the side rails, and lock in place with thumb screws</li>\n  <li>Can support weight evenly distributed across both bars</li>\n  <li>Set of two bars</li>\n</ul>"", 'marketingName': 'Cross Bars', 'optionCd': 'CB1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': ""<p>Our Phone Cable Charge Package gives you the flexibility to charge most any smart device to meet your On-the-Go lifestyle!</p>\n<p>Includes:</p>\n<ul>\n  <li>1-Apple Lightning to USB-A Cable - 3'</li>\n  <li>1-Apple Lightning to USB-C Cable - 3'</li>\n  <li>1-USB-C to USB-A Cable - 3'</li>\n  <li>1-USB-C to USB-C Cable - 3'</li>\n</ul>"", 'marketingName': 'Phone Cable Charge Package', 'optionCd': 'CY2000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': None, 'marketingName': 'Southeast Toyota Distributor', 'optionCd': 'FP4000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>\nClear paint protection film helps protect the paint finish from chips and scratches.</p>\n\n<ul>\n  <li>Multiple film layers of durable, nearly invisible urethane help provide protection and resist discoloration.</li>\n  <li>Designed for specific sections of the vehicle that are most prone to chipping.</li>\n  <li>Includes coverage where applicable on: Door Edges, Door Cups, and Rear Bumper.</li>\n</ul>', 'marketingName': 'Clear Paint Protection - Door Package', 'optionCd': 'PF1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': None, 'marketingName': 'TOYOGUARD Platinum', 'optionCd': 'XT9000', 'optionType': 'L', 'packageInd': None}]",,,,Electronically controlled Continuously Variable Transmission (ECVT),48146.0,48146.0,48146,0.0,,0,0,,43690,40.0,36.0,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,,['Black'],01G3,,Magnetic Gray Metallic,494848,,['Gray'],2024-10-08T04:00:00.000Z,2024-10-13T04:00:00.000Z,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD226337,T1861,TOYOTA,RAV4 Prime,2024,False,37197,G,TMNA,,5530 lbs,False,LUV Toyota of Bradford,https://www.luvtoyotabradford.com,False,425,True,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package', 'optionCd': 'CO', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': 'Help prevent door edge dings and chipped paint with this protective finishing touch.<br>• Thermoplastic-coated stainless steel is precisely color matched to the exterior paint<br>• Compression-fitted to door edge contours<br>• Blend seamlessly to complement exterior styling', 'marketingName': 'Door Edge Guards[installed_msrp]', 'optionCd': 'D5', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE', 'optionType': 'F', 'packageInd': False}
 {'marketingLongName': 'Help protect your paint finish from road debris and the damage it causes.<br>• Designed to integrate with RAV4 Prime exterior styling<br>• Set includes four mudguards', 'marketingName': 'Mudguards[installed_msrp]', 'optionCd': 'MF', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'All-Weather Liner Package includes: <br><ul><li>All-Weather Floor Liners</li><br><li>Cargo Liner</li></ul>', 'marketingName': 'All-Weather Liner Package[installed_msrp]', 'optionCd': '2T', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Features automotive grade quality USB charging cables, a convenient way to have your smart devices charged while on the go.<br>Includes:<br>• 1-Apple Lightning to USB-A Cable - 3’<br>• 1-Apple Lightning to USB-C Cable - 3’<br>• 1-USB-C to USB-A Cable - 3’<br>• 1-USB-C to USB-C Cable - 3’', 'marketingName': 'Quick Charging Cable Package[installed_msrp]', 'optionCd': '59', 'optionType': 'P', 'packageInd': False}]",['crossovers' 'Electrified' 'Crossovers & SUVs'],,,Electronically controlled Continuously Variable Transmission (ECVT),0.0,47434.0,47434,0.0,,0,0,,43690,,,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,BLACK,['Black'],01D6,,Silver Sky Metallic,C6C8CC,SILVER SKY METALLIC,['Gray'],2024-10-25,2024-10-28,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD227004,T08996,TOYOTA,RAV4 Prime,2024,False,45087,G,TMNA,,5530 lbs,False,Nelson Toyota,https://www.toyotasbynelson.com,False,97,True,"[{'marketingLongName': 'Body side moldings help protect against careless door swings, runaway shopping carts and other parking lot mishaps while adding a little extra exterior style<br>•Color-matched to the exterior paint color', 'marketingName': 'Body Side Moldings[installed_msrp]', 'optionCd': 'BM', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package', 'optionCd': 'CO', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': 'Door sill protectors help guard against interior door scuffs, scrapes and scratches.<br>•Etched aluminum finish adds durability and style<br>•Features a RAV4 logo for a customized look', 'marketingName': 'Door Sill Protectors[installed_msrp]', 'optionCd': 'D9', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE', 'optionType': 'F', 'packageInd': False}
 {'marketingLongName': ""Frameless HomeLink® mirror is battery-operated and helps provide easy entry and exit to your garage. <br>•HomeLink buttons are  located under the mirror on the driver’s side •Frameless mirror design complements the vehicles' interior <br>•Only available on SE"", 'marketingName': 'Frameless Homelink® Mirror[installed_msrp]', 'optionCd': 'GD', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Versatile, lightweight cargo net helps secure everyday items from rolling around.<br>•Quick and easy attachment and removal<br>•Features a dual-layer, stain-resistant webbed pocket to hold items in place<br>•Securely attaches to D-ring anchors in the cargo area', 'marketingName': 'Cargo Net - Spider[installed_msrp]', 'optionCd': 'GN', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': None, 'marketingName': 'Special Color', 'optionCd': 'PC', 'optionType': 'F', 'packageInd': False}
 {'marketingLongName': 'Fog light accent provides a sporty look to your RAV4 Prime.<br>•Headlight surround graphic nicely frames the headlight', 'marketingName': 'Fog Light Accent[installed_msrp]', 'optionCd': '1G', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'All-Weather Liner Package includes: <br><ul><li>All-Weather Floor Liners</li><br><li>Cargo Liner</li></ul>', 'marketingName': 'All-Weather Liner Package[installed_msrp]', 'optionCd': '2T', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Molded from tough and durable black ABS plastic, blackout emblem overlays are engineered to precisely fit over existing badges, making it easy to customize in minutes. •Includes overlays for the model name, model grade/trim, Toyota logo, AWD and hybrid<br>•Designed to fit permanently over existing chrome badging <br>•Easy to install-simply remove tape liner and apply over clean badges', 'marketingName': 'Blackout Emblem Overlays[installed_msrp]', 'optionCd': '3J', 'optionType': 'P', 'packageInd': False}]",['crossovers' 'Electrified' 'Crossovers & SUVs'],,,Electronically controlled Continuously Variable Transmission (ECVT),0.0,,48517,0.0,,0,0,,43690,,,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,BLACK,['Black'],03U5,,Supersonic Red [extra_cost_color],E20500,SUPERSONIC RED*,['Red'],,,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD227648,242926,TOYOTA,RAV4 Prime,2024,False,10090,G,SET,Available,5530 lbs,False,Cobb County Toyota,https://www.cobbcountytoyota.com,True,358,True,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package -', 'optionCd': 'CO  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': None, 'marketingName': '6-Gallons of Gas', 'optionCd': 'UF  60', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': ""<p>Our Phone Cable Charge Package gives you the flexibility to charge most any smart device to meet your On-the-Go lifestyle!</p>\n<p>Includes:</p>\n<ul>\n  <li>1-Apple Lightning to USB-A Cable - 3'</li>\n  <li>1-Apple Lightning to USB-C Cable - 3'</li>\n  <li>1-USB-C to USB-A Cable - 3'</li>\n  <li>1-USB-C to USB-C Cable - 3'</li>\n</ul>"", 'marketingName': 'Phone Cable Charge Package', 'optionCd': 'CY2000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': 'SET Digital Portfolio', 'marketingName': 'SET Digital Portfolio', 'optionCd': 'FP6000', 'optionType': 'L', 'packageInd': True}
 {'marketingLongName': ""<p>\n  Long-wearing, fade-resistant carpet floor mats and trunk mat help keep your interior neat and clean.\n</p>\n\n<ul>\n  <li>Precisely engineered to fit your vehicle's floor.</li>\n  <li>Skid-resistant backing and driver-side quarter-turn fasteners help secure mat in position.</li>\n  <li>Removable and easy to clean.</li>\n  <li>Vehicle logo adds a customized touch.</li>\n</ul>"", 'marketingName': 'Carpet Floor Mats with Carpet Cargo Mat', 'optionCd': 'MC2010', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': 'Multimedia Screen Protector', 'marketingName': 'Multimedia Screen Protector', 'optionCd': 'PR1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>TOYOGUARD enhances the ownership experience and provides peace of mind to Toyota owners. The protection plan includes:</p>\n<ul>\n  <li>Exterior Protection</li>\n  <li>Interior Protection</li>\n  <li>Roadside Assistance</li>\n  <li>Rental Car Assistance</li>\n  <li>Oil Changes</li>\n  <li>Tire Rotations</li>\n</ul>', 'marketingName': 'TOYOGUARD Platinum', 'optionCd': 'XY9000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': None, 'marketingName': 'Clear Paint Protection - Full Hood Package', 'optionCd': 'PF4100', 'optionType': 'L', 'packageInd': None}]",,,,Electronically controlled Continuously Variable Transmission (ECVT),50155.0,,48655,0.0,,0,0,,43690,40.0,36.0,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,,['Black'],0040,,Ice Cap,FFFFFF,,['White'],2024-10-21T04:00:00.000Z,2024-10-26T04:00:00.000Z,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD227990,RD227990,TOYOTA,RAV4 Prime,2024,False,10136,G,SET,Available,5530 lbs,False,Toyota South Atlanta,https://www.toyotasouthatlanta.com,False,358,True,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package -', 'optionCd': 'CO  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE  AT', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': None, 'marketingName': '6-Gallons of Gas', 'optionCd': 'UF  60', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': ""<p>\n  The roof rack cross bars are designed to integrate with the vehicle's roof rails to secure cargo with more confidence.\n</p>\n\n<ul>\n  <li>Provides additional secure tie-down points for various roof rack accessories</li>\n  <li>Easy to adjust by sliding along the side rails, and lock in place with thumb screws</li>\n  <li>Can support weight evenly distributed across both bars</li>\n  <li>Set of two bars</li>\n</ul>"", 'marketingName': 'Cross Bars', 'optionCd': 'CB1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': ""<p>Our Phone Cable Charge Package gives you the flexibility to charge most any smart device to meet your On-the-Go lifestyle!</p>\n<p>Includes:</p>\n<ul>\n  <li>1-Apple Lightning to USB-A Cable - 3'</li>\n  <li>1-Apple Lightning to USB-C Cable - 3'</li>\n  <li>1-USB-C to USB-A Cable - 3'</li>\n  <li>1-USB-C to USB-C Cable - 3'</li>\n</ul>"", 'marketingName': 'Phone Cable Charge Package', 'optionCd': 'CY2000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': 'SET Digital Portfolio', 'marketingName': 'SET Digital Portfolio', 'optionCd': 'FP6000', 'optionType': 'L', 'packageInd': True}
 {'marketingLongName': '<p>The Rear-View Mirror is battery-operated and helps provide easy entry and exit to your garage.</p>\n\n<ul>\n  <li>HomeLink buttons are located under the mirror on the driver’s side.</li>\n  <li>Frameless mirror design complements the vehicle interior and provides a better viewing experience.</li>\n</ul>', 'marketingName': 'Rear-View Mirror with HomeLink', 'optionCd': 'ME1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>\nClear paint protection film helps protect the paint finish from chips and scratches.</p>\n\n<ul>\n  <li>Multiple film layers of durable, nearly invisible urethane help provide protection and resist discoloration.</li>\n  <li>Designed for specific sections of the vehicle that are most prone to chipping.</li>\n  <li>Includes coverage where applicable on: Door Edges, Door Cups, and Rear Bumper.</li>\n</ul>', 'marketingName': 'Clear Paint Protection - Door Package', 'optionCd': 'PF1000', 'optionType': 'L', 'packageInd': None}
 {'marketingLongName': '<p>TOYOGUARD enhances the ownership experience and provides peace of mind to Toyota owners. The protection plan includes:</p>\n<ul>\n  <li>Exterior Protection</li>\n  <li>Interior Protection</li>\n  <li>Roadside Assistance</li>\n  <li>Rental Car Assistance</li>\n  <li>Oil Changes</li>\n  <li>Tire Rotations</li>\n</ul>', 'marketingName': 'TOYOGUARD Platinum', 'optionCd': 'XY9000', 'optionType': 'L', 'packageInd': None}]",,,,Electronically controlled Continuously Variable Transmission (ECVT),0.0,46590.0,48345,0.0,,0,0,,43690,40.0,36.0,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,,['Black'],01G3,,Magnetic Gray Metallic,494848,,['Gray'],2024-10-17T04:00:00.000Z,2024-10-22T04:00:00.000Z,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
JTMAB3FV0RD228203,TC24987,TOYOTA,RAV4 Prime,2024,False,31195,G,TMNA,Available,5530 lbs,False,Toyota City,https://www.toyotacityny.com,True,444,False,"[{'marketingLongName': 'Weather and Moonroof Package — includes heated leather-trimmed steering wheel, rear outboard passenger heated seating, rain-sensing variable intermittent windshield wipers with de-icer function, and power tilt/slide moonroof with one-touch open/close', 'marketingName': 'Weather & Moonroof Package', 'optionCd': 'CO', 'optionType': 'F', 'packageInd': True}
 {'marketingLongName': 'Door sill protectors help guard against interior door scuffs, scrapes and scratches.<br>•Etched aluminum finish adds durability and style<br>•Features a RAV4 logo for a customized look', 'marketingName': 'Door Sill Protectors[installed_msrp]', 'optionCd': 'D9', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': ""Made of high-grade, nearly invisible urethane film, the rear bumper applique helps protect the top surface from unsightly scrapes and scratches.<br>• Urethane film contains UV protectant to help resist yellowing from the sun<br>• Custom-tailored to fit the RAV4 Prime's rear bumper"", 'marketingName': 'Rear Bumper Applique[installed_msrp]', 'optionCd': 'EF', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': '50 State Emissions', 'marketingName': '50 State Emissions', 'optionCd': 'FE', 'optionType': 'F', 'packageInd': False}
 {'marketingLongName': 'Help protect your paint finish from road debris and the damage it causes.<br>• Designed to integrate with RAV4 Prime exterior styling<br>• Set includes four mudguards', 'marketingName': 'Mudguards[installed_msrp]', 'optionCd': 'MF', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'All-Weather Liner Package includes: <br><ul><li>All-Weather Floor Liners</li><br><li>Cargo Liner</li></ul>', 'marketingName': 'All-Weather Liner Package[installed_msrp]', 'optionCd': '2T', 'optionType': 'P', 'packageInd': False}
 {'marketingLongName': 'Compact, soft-sided first aid kit contains what you need to treat minor scrapes and scratches.<br>•Water-resistant and flame-retardant black PVC zipper case for safety and durability<br>•Kit includes insect sting relief pads, self-adhesive bandages, rolled stretch bandage with metal clips, and stainless steel scissors<br>•Enhanced with Personal Protection Equipment including 4 face masks, 4 pair of gloves, and 4 hand-sanitizer packets', 'marketingName': 'First Aid Kit w/ PPE[installed_msrp]', 'optionCd': '3Z', 'optionType': 'P', 'packageInd': False}]",['crossovers' 'Electrified' 'Crossovers & SUVs'],,,Electronically controlled Continuously Variable Transmission (ECVT),47502.0,,47502,47502.0,,0,0,,43690,,,38,4544,RAV4 Prime SE,RAV4 Prime SE 2.5L 4-Cyl. Plug-In Hybrid Engine All-Wheel Drive,FA20,https://media.rti.toyota.com/config/pub/static/images/TOY/2024/rav4prime/interiorcolor/onswatchimage/42dfec273cb64a113056e418decc784f1485349343d3ed3539b2cbdba053bfd7_MY23_RAV4_US_SE_PRIME_AWD_Black_002_4k.png,Black Fabric,BLACK,['Black'],0218,,Midnight Black Metallic,00031E,MIDNIGHT BLACK METAL,['Black'],2024-11-07,2024-11-07,25l4cylhybrid,2.5L 4-Cyl. Plug-In Hybrid Engine,AWD,All-Wheel Drive,,
