Year,Model,Color,Base MSRP,Total MSRP,Selling Price,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer State,Options
2023,XSE AWD,Blueprint/Midnight Black Metallic Roof,46960,49924,56919.0,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158239,City Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50447,50447.0,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158385,Lynch Toyota,CT,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,49818,52595.0,2777.0,49737.0,Factory to port,False,,JTMEB3FV1PD158399,AutoNation Toyota Buena Park,CA,50 State Emissions | Carpet Mat Package[installed_msrp] | Owner's Portfolio | Paint Protection Package I | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,51051,56046.0,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158578,Maita's Toyota of Sacramento,CA,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158922,Claremont Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50324,,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158953,Envision Toyota of Norwalk,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Blueprint/Midnight Black Metallic Roof,46960,49783,,0.0,46960.0,Factory to port,False,,JTMEB3FV1PD158998,Jim Coleman Toyota,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,49195,,0.0,46960.0,Factory to port,False,DealerHold,JTMEB3FV1PD159021,Acton Toyota of Littleton,MA,50 State Emissions | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,49859.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2P135CA71,Longo Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,50611,55606.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2P135CX05,Liberty Toyota,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,49988,49238.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2P135CX22,Hoffman Toyota,CT,50 State Emissions | All-Weather Liner Package[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,50093,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD140509,Grieco Toyota,RI,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50617,,0.0,46960.0,At dealer,False,DealerHold,JTMEB3FV2PD140882,Luv Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Silver Sky Metallic/Midnight Black Metallic Roof,46960,49484,48484.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD143894,Toyota of Dartmouth,MA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,49489,,0.0,46960.0,Port to dealer,True,,JTMEB3FV2PD145841,St. Cloud Toyota,MN,50 State Emissions | All-Weather Liner Package[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Blueprint/Midnight Black Metallic Roof,46960,49863,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD146374,Plaza Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,50392,,0.0,46960.0,At dealer,False,DealerHold,JTMEB3FV2PD146617,Mojave Toyota of Barstow,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Silver Sky Metallic/Midnight Black Metallic Roof,46960,49609,,0.0,46960.0,Port to dealer,False,DealerHold,JTMEB3FV2PD146942,Toyota of Hopkinsville,KY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50019,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD147234,Mid City Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,50214,50214.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD147329,Toyota of Manhattan,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Silver Sky Metallic/Midnight Black Metallic Roof,46960,49978,,0.0,46960.0,Port to dealer,False,DealerHold,JTMEB3FV2PD148125,Village Pointe Toyota,NE,50 State Emissions | All-Weather Liner Package[installed_msrp] | Body Side Moldings[installed_msrp] | Door Sill Protectors[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50837,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD148531,DARCARS Toyota of Baltimore,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50786,50786.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD148674,Team Toyota of Princeton,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50837,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD149176,Sheehy Toyota of Laurel,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50828,,0.0,46960.0,Port to dealer,False,DealerHold,JTMEB3FV2PD149288,Colonial Toyota,CT,50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Carpet Mat Package[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,49859.0,0.0,46960.0,Port to dealer,False,,JTMEB3FV2PD149372,Watermark Toyota,KY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50822,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD149436,Galaxy Toyota,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50378,50378.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD149453,Penn Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50786,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD149615,Grieco Toyota,RI,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50767,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD149663,Toyota of Riverside,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50173,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD149839,Westchester Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51146,,1397.0,48357.0,Factory to port,False,,JTMEB3FV2PD150165,DCH Wappingers Falls Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | NitroFill | Owner's Portfolio | PULSE | Perma-Plate | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50173,53668.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD150182,Rivera Toyota of Mt. Kisco,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50028,,0.0,46960.0,At dealer,True,DealerHold,JTMEB3FV2PD150229,Fox Toyota of Cadillac,MI,50 State Emissions | All-Weather Liner Package[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Universal Tablet Holder[installed_msrp] | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51146,,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD150408,Northway Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50622,49442.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD150571,Santa Margarita Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50628,50628.0,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD150733,Longo Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50723,,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD150764,Jim Coleman Toyota,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | First Aid Kit w/ PPE[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51146,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD150893,New Country Toyota of Clifton Park,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51146,,0.0,46960.0,Port to dealer,False,,JTMEB3FV2PD150912,Della Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Door Sill Protectors[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51456,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD150991,Manhattan Beach Toyota,CA,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50478,,0.0,46960.0,Port to dealer,False,DealerHold,JTMEB3FV2PD151025,Toyota of Pasadena,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50837,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD151042,DARCARS Toyota of Baltimore,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Body Side Moldings[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,49044,51044.0,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD151493,City Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Special Color
2023,XSE AWD,Magnetic Gray Metallic/Midnight Black Metallic Roof,46960,48813,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD151574,Harr Toyota,MA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Mudguards[installed_msrp]
2023,XSE AWD,Silver Sky Metallic/Midnight Black Metallic Roof,46960,50332,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD151588,Toyota of Anaheim,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Door Edge Guards[installed_msrp] | Fog Light Accent[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Blueprint/Midnight Black Metallic Roof,46960,49963,,0.0,46960.0,Port to dealer,False,Available,JTMEB3FV2PD151641,West Coast Toyota of Long Beach,CA,50 State Emissions | Blackout Emblem Overlays[installed_msrp] | Door Edge Guards[installed_msrp] | Mudguards[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,51062,,0.0,46960.0,Port to dealer,False,,JTMEB3FV2PD152000,Fred Beans Toyota of Flemington,NJ,"50 State Emissions | All-Weather Liner Package[installed_msrp] | Body Side Moldings[installed_msrp] | Door Sill Protectors[installed_msrp] | Paint Protection Film (Hood, Fenders, Mirror Backs & Door Cups)[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package"
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49620,,0.0,46960.0,At dealer,False,DealerHold,JTMEB3FV2PD152028,Woburn Toyota,MA,50 State Emissions | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50284,50284.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD152207,Towne Toyota,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50308,53293.0,2985.0,49945.0,Port to dealer,False,,JTMEB3FV2PD152224,Toyota World of Lakewood,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | NitroFill | Owner's Portfolio | Protection & Appearance Package  | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Ultimar Surface Protection System | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49620,50019.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD152384,"Westboro Toyota, Inc.",MA,50 State Emissions | Quick Charge Cable Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50308,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD152417,Holman Toyota,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50488,,0.0,46960.0,Port to dealer,False,,JTMEB3FV2PD152613,Younger Toyota,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50308,50308.0,0.0,46960.0,Port to dealer,True,,JTMEB3FV2PD152658,Team Toyota of Princeton,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49998,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD152725,DARCARS Toyota,MD,50 State Emissions | All-Weather Liner Package[installed_msrp] | Owner's Portfolio | Quick Charge Cable Package[installed_msrp] | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD152868,Santa Cruz Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD152871,Toyota Marin,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49550,,0.0,46960.0,At dealer,False,Available,JTMEB3FV2PD152949,Toyota of El Cajon,CA,50 State Emissions | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50349,,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD152983,Toyota of Massapequa,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49959,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD153096,Chuck Patterson Toyota Dodge,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Fog Light Accent[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Supersonic Red/Midnight Black Metallic Roof,46960,50308,50308.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD153129,Paul Miller Toyota of West Caldwell,NJ,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Owner's Portfolio | Rear Bumper Applique[installed_msrp] | Rear Outboard Heated Seating | Roof Rack Cross Bars[installed_msrp] | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50233,,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD153180,Northway Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Door Sill Protectors[installed_msrp] | Owner's Portfolio | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,50349,50349.0,0.0,46960.0,Factory to port,False,,JTMEB3FV2PD153289,Smithtown Toyota,NY,50 State Emissions | All-Weather Liner Package[installed_msrp] | Alloy Wheel Locks[installed_msrp] | Blackout Emblem Overlays[installed_msrp] | Body Side Moldings[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
2023,XSE AWD,Blueprint/Midnight Black Metallic Roof,46960,48619,,0.0,46960.0,At dealer,False,,JTMEB3FV2PD153339,Thompson's Toyota of Placerville,CA,50 State Emissions | All-Weather Liner Package[installed_msrp]
2023,XSE AWD,Wind Chill Pearl/Midnight Black Metallic Roof,46960,49859,56854.0,0.0,46960.0,At dealer,False,,JTMEB3FV2PD153342,City Toyota,CA,50 State Emissions | All-Weather Liner Package[installed_msrp] | Rear Outboard Heated Seating | Special Color | Weather Package
